avots,id,nosaukums,url,diena,cves,tips
0day,Telerik-Report-Server-Authentication-Bypass-Remote-Code-Executio,Telerik Report Server Authentication Bypass / Remote Code Execution Exploit,,2024-06-13 00:00:00+00:00,"CVE-2024-1800,CVE-2024-4358",rce
0day,AEGON-LIFE-v1-0-Life-Insurance-Management-System-Stored-cross-si,AEGON LIFE v1.0 Life Insurance Management System - Stored cross-site scripting Vulnerability,,2024-06-14 00:00:00+00:00,CVE-2024-36599,
0day,AEGON-LIFE-v1-0-Life-Insurance-Management-System-SQL-injection-V,AEGON LIFE v1.0 Life Insurance Management System - SQL injection Vulnerability,,2024-06-14 00:00:00+00:00,CVE-2024-36597,sqli
0day,AEGON-LIFE-v1-0-Life-Insurance-Management-System-Remote-Code-Exe,AEGON LIFE v1.0 Life Insurance Management System - Remote Code Execution Vulnerability,,2024-06-14 00:00:00+00:00,CVE-2024-36598,rce
0day,Carbon-Forum-5-9-0-Stored-XSS-Vulnerability,Carbon Forum 5.9.0 - Stored XSS Vulnerability,,2024-06-14 00:00:00+00:00,,xss
0day,XMB-1-9-12-06-Stored-XSS-Vulnerability,XMB 1.9.12.06 - Stored XSS Vulnerability,,2024-06-14 00:00:00+00:00,,xss
0day,PHP-8-3-8-Unauthenticated-Remote-Code-Execution-Windows-Exploit,PHP < 8.3.8 - Unauthenticated Remote Code Execution (Windows) Exploit,,2024-06-14 00:00:00+00:00,CVE-2024-4577,rce
0day,WP-UserOnline-2-88-0-Stored-Cross-Site-Scripting-Authenticated-V,WP-UserOnline 2.88.0 - Stored Cross Site Scripting (Authenticated) Vulnerability,,2024-06-14 00:00:00+00:00,,xss
0day,Boelter-Blue-System-Management-1-3-SQL-Injection-Vulnerability,Boelter Blue System Management 1.3 - SQL Injection Vulnerability,,2024-06-14 00:00:00+00:00,CVE-2024-36840,sqli
0day,Netis-MW5360-Remote-Command-Execution-Exploit,Netis MW5360 Remote Command Execution Exploit,,2024-06-24 00:00:00+00:00,CVE-2024-22729,
0day,Poultry-Farm-Management-System-v1-0-Remote-Code-Execution-Exploi,Poultry Farm Management System v1.0 - Remote Code Execution Exploit,,2024-06-26 00:00:00+00:00,,rce
0day,Flatboard-3-2-Stored-Cross-Site-Scripting-Authenticated-Vulnerab,Flatboard 3.2 - Stored Cross-Site Scripting (Authenticated) Vulnerability,,2024-06-26 00:00:00+00:00,,
0day,SolarWinds-Platform-2024-1-SR1-Race-Condition-Expoit,SolarWinds Platform 2024.1 SR1 - Race Condition Expoit,,2024-06-26 00:00:00+00:00,CVE-2024-28999,
0day,Automad-2-0-0-alpha-4-Stored-Cross-Site-Scripting-Vulnerability,Automad 2.0.0-alpha.4 - Stored Cross-Site Scripting Vulnerability,,2024-06-26 00:00:00+00:00,,
0day,Customer-Support-System-1-0-Stored-XSS-Vulnerability,Customer Support System 1.0 - Stored XSS Vulnerability,,2024-07-02 00:00:00+00:00,CVE-2023-49976,xss
0day,Azon-Dominator-Affiliate-Marketing-Script-SQL-Injection-Vulnerab,Azon Dominator Affiliate Marketing Script - SQL Injection Vulnerability,,2024-07-02 00:00:00+00:00,,sqli
0day,Xhibiter-NFT-Marketplace-1-10-2-SQL-Injection-Vulnerability,Xhibiter NFT Marketplace 1.10.2 - SQL Injection Vulnerability,,2024-07-02 00:00:00+00:00,,sqli
0day,Microweber-2-0-15-Stored-XSS-Vulnerability,Microweber 2.0.15 - Stored XSS Vulnerability,,2024-07-02 00:00:00+00:00,,xss
0day,WordPress-FooGallery-2-4-16-Cross-Site-Scripting-Vulnerability,WordPress FooGallery 2.4.16 Cross Site Scripting Vulnerability,,2024-07-02 00:00:00+00:00,,xss
0day,WordPress-Gallery-2-3-6-Cross-Site-Scripting-Vulnerability,WordPress Gallery 2.3.6 Cross Site Scripting Vulnerability,,2024-07-02 00:00:00+00:00,,xss
0day,WordPress-WPCode-Lite-2-1-14-Cross-Site-Scripting-Vulnerability,WordPress WPCode Lite 2.1.14 Cross Site Scripting Vulnerability,,2024-07-02 00:00:00+00:00,,xss
0day,OpenSSH-Server-regreSSHion-Remote-Code-Execution-Vulnerability,OpenSSH Server regreSSHion Remote Code Execution Vulnerability,,2024-07-02 00:00:00+00:00,CVE-2024-6387,rce
0day,Deep-Sea-Electronics-DSE855-Remote-Authentication-Bypass-Vulnera,Deep Sea Electronics DSE855 Remote Authentication Bypass Vulnerability,,2024-07-03 00:00:00+00:00,CVE-2024-5947,
0day,Cinema-Booking-System-1-0-SQL-Injection-Cross-Site-Request-Forge,Cinema Booking System 1.0 SQL Injection / Cross Site Request Forgery Vulnerability,,2024-07-09 00:00:00+00:00,,sqli
0day,Simple-Online-Banking-System-1-0-SQL-Injection-Vulnerability,Simple Online Banking System 1.0 SQL Injection Vulnerability,,2024-07-09 00:00:00+00:00,,sqli
0day,WordPress-Video-Gallery-YouTube-Gallery-And-Vimeo-Gallery-2-3-6-,WordPress Video Gallery - YouTube Gallery And Vimeo Gallery 2.3.6 SQL Injection Vulnerability,,2024-07-09 00:00:00+00:00,,sqli
0day,WordPress-Poll-2-3-6-SQL-Injection-Vulnerability,WordPress Poll 2.3.6 SQL Injection Vulnerability,,2024-07-09 00:00:00+00:00,,sqli
0day,Ivanti-EPM-RecordGoodApp-SQL-Injection-Remote-Code-Execution-Exp,Ivanti EPM RecordGoodApp SQL Injection / Remote Code Execution Exploit,,2024-07-09 00:00:00+00:00,CVE-2024-29824,rce
0day,Atlassian-Confluence-Administrator-Code-Macro-Remote-Code-Execut,Atlassian Confluence Administrator Code Macro Remote Code Execution Exploit,,2024-07-15 00:00:00+00:00,CVE-2024-21683,rce
0day,Geoserver-Unauthenticated-Remote-Code-Execution-Exploit,Geoserver Unauthenticated Remote Code Execution Exploit,,2024-07-16 00:00:00+00:00,CVE-2024-36401,rce
0day,Hospital-Management-System-Project-In-ASP-Net-MVC-1-SQL-Injectio,Hospital Management System Project In ASP.Net MVC 1 SQL Injection Vulnerability,,2024-07-17 00:00:00+00:00,CVE-2024-40502,sqli
0day,XenForo-2-2-15-Cross-Site-Request-Forgery-Vulnerability,XenForo 2.2.15 Cross Site Request Forgery Vulnerability,,2024-07-17 00:00:00+00:00,CVE-2024-38457,csrf
0day,Xenforo-2-2-15-Remote-Code-Execution-Vulnerability,Xenforo 2.2.15 Remote Code Execution Vulnerability,,2024-07-17 00:00:00+00:00,CVE-2024-38458,rce
0day,Ghostscript-Command-Execution-Format-String-Exploit,Ghostscript Command Execution / Format String Exploit,,2024-07-22 00:00:00+00:00,CVE-2024-29510,
0day,Softing-Secure-Integration-Server-1-22-Remote-Code-Execution-Exp,Softing Secure Integration Server 1.22 Remote Code Execution Exploit,,2024-07-22 00:00:00+00:00,"CVE-2022-1373,CVE-2022-2334",rce
0day,Prison-Management-System-1-0-Shell-Upload-Vulnerability,Prison Management System 1.0 Shell Upload Vulnerability,,2024-07-25 00:00:00+00:00,,
0day,mySCADA-MyPRO-Authenticated-Command-Injection-Exploit,mySCADA MyPRO Authenticated Command Injection Exploit,,2024-07-29 00:00:00+00:00,CVE-2023-28384,
0day,Readymade-Real-Estate-Script-SQL-Injection-Cross-Site-Scripting-,Readymade Real Estate Script SQL Injection / Cross Site Scripting Vulnerabilities,,2024-07-31 00:00:00+00:00,,xss
0day,OpenMediaVault-rpc-php-Authenticated-Cron-Remote-Code-Execution-,OpenMediaVault rpc.php Authenticated Cron Remote Code Execution Exploit,,2024-07-31 00:00:00+00:00,CVE-2013-3632,rce
0day,Ivanti-vADC-9-9-Authentication-Bypass-Exploit,Ivanti vADC 9.9 - Authentication Bypass Exploit,,2024-08-04 00:00:00+00:00,,
0day,Oracle-Database-12c-Release-1-Unquoted-Service-Path-Vulnerabilit,Oracle Database 12c Release 1 - Unquoted Service Path Vulnerability,,2024-08-04 00:00:00+00:00,,
0day,SolarWinds-Kiwi-Syslog-Server-9-6-7-1-Unquoted-Service-Path-Vuln,SolarWinds Kiwi Syslog Server 9.6.7.1 - Unquoted Service Path Vulnerability,,2024-08-04 00:00:00+00:00,,
0day,Genexus-Protection-Server-9-7-2-10-protsrvservice-Unquoted-Servi,Genexus Protection Server 9.7.2.10 - (protsrvservice) Unquoted Service Path Vulnerability,,2024-08-04 00:00:00+00:00,,
0day,Devika-v1-Path-Traversal-via-snapshot-path-Exploit,Devika v1 - Path Traversal via (snapshot_path) Exploit,,2024-08-04 00:00:00+00:00,CVE-2024-40422,
0day,Linux-DRM-drm-file-update-pid-Race-Condition-Use-After-Free-Expl,Linux DRM drm_file_update_pid() Race Condition / Use-After-Free Exploit,,2024-08-07 00:00:00+00:00,CVE-2024-39486,
0day,Microweber-2-0-15-Cross-Site-Scripting-Vulnerability,Microweber 2.0.15 Cross Site Scripting Vulnerability,,2024-08-07 00:00:00+00:00,CVE-2024-40101,xss
0day,Tourism-Management-System-2-0-Cross-Site-Scripting-Vulnerability,Tourism Management System 2.0 Cross Site Scripting Vulnerability,,2024-08-07 00:00:00+00:00,CVE-2024-41333,xss
0day,WordPress-PayPlus-Payment-Gateway-SQL-Injection-Exploit,WordPress PayPlus Payment Gateway SQL Injection Exploit,,2024-08-07 00:00:00+00:00,CVE-2024-6205,sqli
0day,Online-Shopping-Portal-Project-2-0-SQL-Injection-Vulnerability,Online Shopping Portal Project 2.0 SQL Injection Vulnerability,,2024-08-07 00:00:00+00:00,,sqli
0day,ReadyMade-Unilevel-Ecommerce-MLM-Blind-SQL-Injection-Cross-Site-,ReadyMade Unilevel Ecommerce MLM Blind SQL Injection / Cross Site Scripting Vulnerabilities,,2024-08-07 00:00:00+00:00,,rce
0day,Leads-Manager-Tool-SQL-Injection-Cross-Site-Scripting-Vulnerabil,Leads Manager Tool SQL Injection / Cross Site Scripting Vulnerabilities,,2024-08-07 00:00:00+00:00,,xss
0day,Dolphin-7-4-2-Blind-SQL-Injection-Vulnerability,Dolphin 7.4.2 Blind SQL Injection Vulnerability,,2024-08-07 00:00:00+00:00,,sqli
0day,Computer-Laboratory-Management-System-1-0-Privilege-Escalation-V,Computer Laboratory Management System 1.0 Privilege Escalation Vulnerability,,2024-08-07 00:00:00+00:00,CVE-2024-41332,priv_esc
0day,Journyx-11-5-4-XML-Injection-Vulnerability,Journyx 11.5.4 XML Injection Vulnerability,,2024-08-08 00:00:00+00:00,CVE-2024-6893,
0day,Journyx-11-5-4-Cross-Site-Scripting-Vulnerability,Journyx 11.5.4 Cross Site Scripting Vulnerability,,2024-08-08 00:00:00+00:00,CVE-2024-6892,xss
0day,Journyx-11-5-4-Unauthenticated-Password-Reset-Bruteforce-Vulnera,Journyx 11.5.4 Unauthenticated Password Reset Bruteforce Vulnerability,,2024-08-08 00:00:00+00:00,CVE-2024-6890,rce
0day,Journyx-11-5-4-Authenticated-Remote-Code-Execution-Vulnerability,Journyx 11.5.4 Authenticated Remote Code Execution Vulnerability,,2024-08-08 00:00:00+00:00,CVE-2024-6891,rce
0day,Open-WebUI-0-1-105-File-Upload-Path-Traversal-Vulnerabilities,Open WebUI 0.1.105 File Upload / Path Traversal Vulnerabilities,,2024-08-08 00:00:00+00:00,CVE-2024-6707,
0day,Open-WebUI-0-1-105-Persistent-Cross-Site-Scripting-Vulnerability,Open WebUI 0.1.105 Persistent Cross Site Scripting Vulnerability,,2024-08-08 00:00:00+00:00,CVE-2024-6706,xss
0day,Windows-Firewall-Control-6-11-0-Unquoted-Service-Path-Vulnerabil,Windows Firewall Control 6.11.0 Unquoted Service Path Vulnerability,,2024-08-08 00:00:00+00:00,,
0day,Calibre-7-15-0-Python-Code-Injection-Exploit,Calibre 7.15.0 Python Code Injection Exploit,,2024-08-08 00:00:00+00:00,CVE-2024-6782,
0day,WordPress-MapFig-Studio-0-2-1-Cross-Site-Request-Forgery-Cross-S,WordPress MapFig Studio 0.2.1 Cross Site Request Forgery / Cross Site Scripting Vulnerabilities,,2024-08-14 00:00:00+00:00,,xss
0day,WordPress-Light-Poll-1-0-0-Cross-Site-Request-Forgery-Vulnerabil,WordPress Light Poll 1.0.0 Cross Site Request Forgery Vulnerability,,2024-08-14 00:00:00+00:00,,csrf
0day,WordPress-Profilepro-1-3-Cross-Site-Scripting-Vulnerability,WordPress Profilepro 1.3 Cross Site Scripting Vulnerability,,2024-08-14 00:00:00+00:00,,xss
0day,WordPress-PVN-Auth-Popup-1-0-0-Cross-Site-Scripting-Vulnerabilit,WordPress PVN Auth Popup 1.0.0 Cross Site Scripting Vulnerability,,2024-08-14 00:00:00+00:00,,xss
0day,LG-Simple-Editor-3-21-0-Command-Injection-Exploit,LG Simple Editor 3.21.0 Command Injection Exploit,,2024-08-15 00:00:00+00:00,CVE-2023-40504,
0day,OpenMetadata-1-2-3-Authentication-Bypass-SpEL-Injection-Exploit,OpenMetadata 1.2.3 Authentication Bypass / SpEL Injection Exploit,,2024-08-15 00:00:00+00:00,"CVE-2024-28254,CVE-2024-28255",
0day,Apache-HugeGraph-Gremlin-Remote-Code-Execution-Exploit,Apache HugeGraph Gremlin Remote Code Execution Exploit,,2024-08-15 00:00:00+00:00,CVE-2024-27348,rce
0day,Build-Your-Own-Botnet-2-0-0-Remote-Code-Execution-Exploit,Build Your Own Botnet 2.0.0 Remote Code Execution Exploit,,2024-08-18 00:00:00+00:00,,rce
0day,DIAEnergie-1-10-SQL-Injection-Exploit,DIAEnergie 1.10 SQL Injection Exploit,,2024-08-22 00:00:00+00:00,CVE-2024-4548,sqli
0day,SPIP-4-2-12-Remote-Code-Execution-Exploit,SPIP 4.2.12 Remote Code Execution Exploit,,2024-08-22 00:00:00+00:00,,rce
0day,Calibre-web-0-6-21-Stored-XSS-Vulnerability,Calibre-web 0.6.21 - Stored XSS Vulnerability,,2024-08-24 00:00:00+00:00,CVE-2024-39123,xss
0day,Helpdeskz-v2-0-2-Stored-XSS-Vulnerability,Helpdeskz v2.0.2 - Stored XSS Vulnerability,,2024-08-24 00:00:00+00:00,,xss
0day,Elber-ESE-DVB-S-S2-Satellite-Receiver-1-5-x-Device-Config-Vulner,Elber ESE DVB-S/S2 Satellite Receiver 1.5.x - Device Config Vulnerability,,2024-08-24 00:00:00+00:00,,
0day,Elber-ESE-DVB-S-S2-Satellite-Receiver-1-5-x-Authentication-Bypas,Elber ESE DVB-S/S2 Satellite Receiver 1.5.x - Authentication Bypass Vulnerability,,2024-08-24 00:00:00+00:00,,
0day,Elber-Wayber-Analog-Digital-Audio-STL-4-00-Authentication-Bypass,Elber Wayber Analog/Digital Audio STL 4.00 - Authentication Bypass Vulnerability,,2024-08-24 00:00:00+00:00,,
0day,Elber-Wayber-Analog-Digital-Audio-STL-4-00-Device-Config-Disclos,Elber Wayber Analog/Digital Audio STL 4.00 - Device Config Disclosure Vulnerability,,2024-08-24 00:00:00+00:00,,
0day,HughesNet-HT2000W-Satellite-Modem-Password-Reset-Exploit,HughesNet HT2000W Satellite Modem - Password Reset Exploit,,2024-08-27 00:00:00+00:00,CVE-2021-20090,
0day,Aurba-501-Authenticated-Remote-Code-Execution-Exploit,Aurba 501 - Authenticated Remote Code Execution Exploit,,2024-08-27 00:00:00+00:00,,rce
0day,Ray-cpu-profile-Command-Injection-Exploit,Ray cpu_profile Command Injection Exploit,,2024-08-27 00:00:00+00:00,CVE-2023-6019,
0day,Ray-Agent-Job-Remote-Code-Execution-Exploit,Ray Agent Job Remote Code Execution Exploit,,2024-08-27 00:00:00+00:00,CVE-2023-48022,rce
0day,Windows-TCP-IP-Remote-Code-Execution-Checker-and-Denial-of-Servi,Windows TCP/IP - Remote Code Execution Checker and Denial of Service Exploit,,2024-08-28 00:00:00+00:00,CVE-2024-38063,rce
0day,Invesalius-3-1-Remote-Code-Execution-Exploit,Invesalius 3.1 Remote Code Execution Exploit,,2024-08-28 00:00:00+00:00,CVE-2024-42845,rce
0day,Gitea-1-22-0-Stored-XSS-Vulnerability,Gitea 1.22.0 - Stored XSS Vulnerability,,2024-08-28 00:00:00+00:00,CVE-2024-6886,xss
0day,NoteMark-0-13-0-Stored-XSS-Vulnerability,NoteMark < 0.13.0 - Stored XSS Vulnerability,,2024-08-28 00:00:00+00:00,CVE-2024-41819,xss
0day,vTiger-CRM-7-4-0-Cross-Site-Scripting-Open-Redirection-Vulnerabi,vTiger CRM 7.4.0 Cross Site Scripting / Open Redirection Vulnerabilities,,2024-08-29 00:00:00+00:00,"CVE-2024-44776,CVE-2024-44777,CVE-2024-44778,CVE-2024-44779",xss
0day,WordPress-GiveWP-Donation-Fundraising-Platform-3-14-1-Code-Execu,WordPress GiveWP Donation / Fundraising Platform 3.14.1 Code Execution Exploit,,2024-08-29 00:00:00+00:00,CVE-2024-5932,rce
0day,pgAdmin-8-4-Remote-Code-Execution-Exploit,pgAdmin 8.4 Remote Code Execution Exploit,,2024-08-29 00:00:00+00:00,CVE-2024-3116,rce
0day,IntelliNet-2-0-Remote-Root-Exploit,IntelliNet 2.0 Remote Root Exploit,,2024-09-04 00:00:00+00:00,,
0day,Linux-Kernel-5-6-13-Use-After-Free-Exploit,Linux Kernel 5.6.13 Use-After-Free Exploit,,2024-09-04 00:00:00+00:00,CVE-2020-27796,
0day,ASIS-3-2-0-SQL-Injection-Vulnerability,ASIS 3.2.0 SQL Injection Vulnerability,,2024-09-11 00:00:00+00:00,CVE-2024-45622,sqli
0day,VICIdial-2-14-917a-SQL-Injection-Vulnerability,VICIdial 2.14-917a SQL Injection Vulnerability,,2024-09-11 00:00:00+00:00,CVE-2024-8503,sqli
0day,VICIdial-2-14-917a-Remote-Code-Execution-Vulnerability,VICIdial 2.14-917a Remote Code Execution Vulnerability,,2024-09-11 00:00:00+00:00,CVE-2024-8504,rce
0day,QNX-Qconn-Command-Execution-Exploit,QNX Qconn Command Execution Exploit,,2024-09-14 00:00:00+00:00,,
0day,SPIP-BigUp-4-3-1-4-2-15-4-1-17-Unauthenticated-Remote-Code-Execu,SPIP BigUp 4.3.1 / 4.2.15 / 4.1.17 Unauthenticated Remote Code Execution Exploit,,2024-09-14 00:00:00+00:00,CVE-2024-8517,rce
0day,Windows-Escalate-UAC-Execute-RunAs-Exploit,Windows Escalate UAC Execute RunAs Exploit,,2024-09-14 00:00:00+00:00,,
0day,Dockwatch-Remote-Command-Execution-Exploit,Dockwatch Remote Command Execution Exploit,,2024-09-18 00:00:00+00:00,,
0day,WordPress-LiteSpeed-Cache-Cookie-Theft-Exploit,WordPress LiteSpeed Cache Cookie Theft Exploit,,2024-09-18 00:00:00+00:00,CVE-2024-44000,
0day,Microsoft-Windows-TOCTOU-Local-Privilege-Escalation-Exploit,Microsoft Windows TOCTOU Local Privilege Escalation Exploit,,2024-09-18 00:00:00+00:00,CVE-2024-30038,priv_esc
0day,BlackNET-3-7-0-0-Missing-Authentication-File-Deletion-Traversal-,BlackNET 3.7.0.0 Missing Authentication / File Deletion / Traversal Exploit,,2024-09-23 00:00:00+00:00,,
0day,WordPress-LMS-4-2-7-SQL-Injection-Vulnerability,WordPress LMS 4.2.7 SQL Injection Vulnerability,,2024-09-23 00:00:00+00:00,CVE-2024-8522,sqli
0day,Elaines-Realtime-CRM-Automation-6-18-17-Cross-Site-Scripting-Vul,Elaines Realtime CRM Automation 6.18.17 Cross Site Scripting Vulnerability,,2024-09-24 00:00:00+00:00,CVE-2024-42831,xss
0day,Netman-204-4-05-SQL-Injection-Unauthenticated-Password-Reset-Vul,Netman 204 4.05 SQL Injection / Unauthenticated Password Reset Vulnerabilities,,2024-09-24 00:00:00+00:00,"CVE-2024-8877,CVE-2024-8878",sqli
0day,ABB-Cylon-Aspect-3-08-01-Remote-Code-Execution-Vulnerability,ABB Cylon Aspect 3.08.01 Remote Code Execution Vulnerability,,2024-09-24 00:00:00+00:00,CVE-2024-6298,rce
0day,Traccar-5-12-Remote-Code-Execution-Exploit,Traccar 5.12 Remote Code Execution Exploit,,2024-09-24 00:00:00+00:00,"CVE-2024-24809,CVE-2024-31214",rce
0day,Apple-iOS-17-2-1-Screen-Time-Passcode-Retrieval-Mitigation-Bypas,Apple iOS 17.2.1 Screen Time Passcode Retrieval / Mitigation Bypass Vulnerabilities,,2024-09-24 00:00:00+00:00,,
0day,Linux-i915-PTE-Use-After-Free-Exploit,Linux i915 PTE Use-After-Free Exploit,,2024-09-24 00:00:00+00:00,CVE-2024-42259,
0day,Linux-OverlayFS-Local-Privilege-Escalation-Exploit,Linux OverlayFS Local Privilege Escalation Exploit,,2024-09-29 00:00:00+00:00,CVE-2023-0386,priv_esc
0day,dizqueTV-1-5-3-Remote-Code-Execution-Vulnerability,dizqueTV 1.5.3 - Remote Code Execution Vulnerability,,2024-10-01 00:00:00+00:00,,rce
0day,openSIS-9-1-SQL-injection-Authenticated-Vulnerability,openSIS 9.1 - SQL injection (Authenticated) Vulnerability,,2024-10-01 00:00:00+00:00,,sqli
0day,reNgine-2-2-0-Command-Injection-Authenticated-Vulnerability,reNgine 2.2.0 - Command Injection (Authenticated) Vulnerability,,2024-10-01 00:00:00+00:00,,
0day,VICIdial-Authenticated-Remote-Code-Execution-Exploit,VICIdial Authenticated Remote Code Execution Exploit,,2024-10-01 00:00:00+00:00,CVE-2024-8504,rce
0day,Acronis-Cyber-Infrastructure-Default-Password-Remote-Code-Execut,Acronis Cyber Infrastructure Default Password Remote Code Execution Exploit,,2024-10-03 00:00:00+00:00,CVE-2023-45249,rce
0day,MD-Pro-1-0-76-Shell-Upload-SQL-Injection-Vulnerability,MD-Pro 1.0.76 Shell Upload / SQL Injection Vulnerability,,2024-10-07 00:00:00+00:00,,sqli
0day,ABB-Cylon-Aspect-3-07-02-user-properties-Default-Credentials-Vul,ABB Cylon Aspect 3.07.02 user.properties Default Credentials Vulnerability,,2024-10-11 00:00:00+00:00,,
0day,ABB-Cylon-Aspect-3-08-01-persistenceManagerAjax-php-Directory-Tr,ABB Cylon Aspect 3.08.01 persistenceManagerAjax.php Directory Traversal Vulnerability,,2024-10-11 00:00:00+00:00,,
0day,ABB-Cylon-Aspect-3-07-02-sshUpdate-php-Unauthenticated-Remote-SS,ABB Cylon Aspect 3.07.02 sshUpdate.php Unauthenticated Remote SSH Service Control Vulnerability,,2024-10-11 00:00:00+00:00,,
0day,ABB-Cylon-Aspect-3-08-00-dialupSwitch-php-Remote-Code-Execution-,ABB Cylon Aspect 3.08.00 dialupSwitch.php Remote Code Execution Vulnerability,,2024-10-11 00:00:00+00:00,,rce
0day,ABB-Cylon-Aspect-3-08-00-yumSettings-php-Command-Injection-Vulne,ABB Cylon Aspect 3.08.00 yumSettings.php Command Injection Vulnerability,,2024-10-15 00:00:00+00:00,,
0day,Vivo-Fibra-Askey-RTF8225VW-Command-Execution-Vulnerability,Vivo Fibra Askey RTF8225VW Command Execution Vulnerability,,2024-10-15 00:00:00+00:00,,
0day,Peel-Shopping-2-x-Cross-Site-Scripting-SQL-Injection-Exploit,Peel Shopping 2.x Cross Site Scripting / SQL Injection Exploit,,2024-10-15 00:00:00+00:00,,xss
0day,ABB-Cylon-Aspect-3-08-00-sslCertAjax-php-Remote-Command-Executio,ABB Cylon Aspect 3.08.00 sslCertAjax.php Remote Command Execution Vulnerability,,2024-10-15 00:00:00+00:00,,
0day,ABB-Cylon-Aspect-3-08-01-mapConfigurationDownload-php-Configurat,ABB Cylon Aspect 3.08.01 mapConfigurationDownload.php Configuration Download Vulnerability,,2024-10-22 00:00:00+00:00,,
0day,ABB-Cylon-Aspect-3-08-01-persistenceManagerAjax-php-Command-Inje,ABB Cylon Aspect 3.08.01 persistenceManagerAjax.php Command Injection Vulnerability,,2024-10-22 00:00:00+00:00,,
0day,ABB-Cylon-Aspect-3-08-01-databaseFileDelete-php-Command-Injectio,ABB Cylon Aspect 3.08.01 databaseFileDelete.php Command Injection Vulnerability,,2024-10-22 00:00:00+00:00,,
0day,ABB-Cylon-Aspect-3-08-01-networkDiagAjax-php-Remote-Network-Util,ABB Cylon Aspect 3.08.01 networkDiagAjax.php Remote Network Utility Execution Vulnerability,,2024-10-22 00:00:00+00:00,,
0day,SofaWiki-3-9-2-Cross-Site-Scripting-Vulnerability,SofaWiki 3.9.2 Cross Site Scripting Vulnerability,,2024-10-22 00:00:00+00:00,,xss
0day,SofaWiki-3-9-2-Shell-Upload-Exploit,SofaWiki 3.9.2 Shell Upload Exploit,,2024-10-22 00:00:00+00:00,,
0day,BYOB-Unauthenticated-Remote-Code-Execution-Exploit,BYOB Unauthenticated Remote Code Execution Exploit,,2024-10-22 00:00:00+00:00,"CVE-2024-45256,CVE-2024-45257",rce
0day,Magento-Adobe-Commerce-Remote-Code-Execution-Exploit,Magento / Adobe Commerce Remote Code Execution Exploit,,2024-10-22 00:00:00+00:00,"CVE-2024-2961,CVE-2024-34102",rce
0day,ABB-Cylon-Aspect-3-08-01-throttledLog-php-Unauthenticated-Log-Di,ABB Cylon Aspect 3.08.01 throttledLog.php Unauthenticated Log Disclosure Vulnerability,,2024-10-23 00:00:00+00:00,,
0day,ABB-Cylon-Aspect-3-08-01-logCriticalLookup-php-Unauthenticated-L,ABB Cylon Aspect 3.08.01 logCriticalLookup.php Unauthenticated Log Disclosure Vulnerability,,2024-10-23 00:00:00+00:00,,
0day,ABB-Cylon-Aspect-3-08-02-logYumLookup-php-Authenticated-File-Dis,ABB Cylon Aspect 3.08.02 logYumLookup.php Authenticated File Disclosure Vulnerability,,2024-10-25 00:00:00+00:00,,
0day,ABB-Cylon-Aspect-3-08-01-jsonProxy-php-Username-Enumeration-Vuln,ABB Cylon Aspect 3.08.01 jsonProxy.php Username Enumeration Vulnerability,,2024-10-30 00:00:00+00:00,,
0day,ABB-Cylon-Aspect-3-08-01-jsonProxy-php-Information-Disclosure-Vu,ABB Cylon Aspect 3.08.01 jsonProxy.php Information Disclosure Vulnerability,,2024-10-30 00:00:00+00:00,,info
0day,ABB-Cylon-Aspect-3-08-01-jsonProxy-php-Unauthenticated-Remote-SS,ABB Cylon Aspect 3.08.01 jsonProxy.php Unauthenticated Remote SSH Service Control Vulnerability,,2024-10-30 00:00:00+00:00,,
0day,ABB-Cylon-Aspect-3-08-01-jsonProxy-php-Denial-Of-Service-Vulnera,ABB Cylon Aspect 3.08.01 jsonProxy.php Denial Of Service Vulnerability,,2024-10-30 00:00:00+00:00,,dos
0day,ABB-Cylon-Aspect-3-08-01-jsonProxy-php-Unauthenticated-Project-D,ABB Cylon Aspect 3.08.01 jsonProxy.php Unauthenticated Project Download Vulnerability,,2024-10-30 00:00:00+00:00,,
0day,ABB-Cylon-Aspect-3-08-01-jsonProxy-php-Servlet-Inclusion-Authent,ABB Cylon Aspect 3.08.01 jsonProxy.php Servlet Inclusion Authentication Bypass Vulnerability,,2024-10-30 00:00:00+00:00,,
0day,ABB-Cylon-Aspect-3-08-01-jsonProxy-php-Unauthenticated-Credentia,ABB Cylon Aspect 3.08.01 jsonProxy.php Unauthenticated Credential Disclosure Vulnerability,,2024-10-30 00:00:00+00:00,,
0day,ABB-Cylon-Aspect-3-08-01-Active-Debug-Data-Exposure-Vulnerabilit,ABB Cylon Aspect 3.08.01 Active Debug Data Exposure Vulnerability,,2024-10-30 00:00:00+00:00,,
0day,ABB-Cylon-Aspect-3-08-01-jsonProxy-php-Cross-Site-Scripting-Vuln,ABB Cylon Aspect 3.08.01 jsonProxy.php Cross Site Scripting Vulnerability,,2024-10-30 00:00:00+00:00,,xss
0day,Xerox-Printers-Authenticated-Remote-Code-Execution-Vulnerability,Xerox Printers Authenticated Remote Code Execution Vulnerability,,2024-10-30 00:00:00+00:00,CVE-2024-6333,rce
0day,WordPress-WP-Automatic-SQL-Injection-Exploit,WordPress WP-Automatic SQL Injection Exploit,,2024-10-30 00:00:00+00:00,CVE-2024-27956,sqli
